x,y,age1,age,gneder1,gender,sum,date
13.57891,13.14179,61-80,4,male,0,474,09/05/2019
11.07647,11.64163,21-40,2,Female,1,475,09/05/2019
14.5969,11.4039,11-20,1,Female,1,476,09/05/2019
15.24637,8.629816,11-20,1,Female,1,477,09/05/2019
13.36475,10.36409,61-80,4,Female,1,478,09/05/2019
16.14358,10.90531,21-40,2,male,0,479,09/05/2019
14.299,10.43223,> 80,5,Female,1,480,09/05/2019
16.41171,14.39729,> 80,5,male,0,481,09/05/2019
12.59053,14.97835,> 80,5,male,0,482,09/05/2019
13.25468,10.81906,0-10,0,male,0,483,09/05/2019
10.99315,12.06159,0-10,0,male,0,484,09/05/2019
10.10162,10.64977,0-10,0,male,0,485,09/05/2019
15.62137,12.55621,61-80,4,male,0,486,09/05/2019
14.21592,13.44473,0-10,0,male,0,487,09/05/2019
13.36865,12.51622,> 80,5,Female,1,488,09/06/2019
10.77831,11.64841,> 80,5,Female,1,489,09/06/2019
13.17832,10.61175,> 80,5,male,0,490,09/06/2019
13.80602,12.6384,21-40,2,male,0,491,09/06/2019
11.42396,10.96806,0-10,0,Female,1,492,09/06/2019
12.91849,9.794238,61-80,4,male,0,493,09/06/2019
13.60765,11.07225,> 80,5,male,0,494,09/06/2019
13.33782,14.33142,61-80,4,Female,1,495,09/06/2019
12.16919,11.43683,61-80,4,male,0,496,09/06/2019
14.36735,10.32597,61-80,4,Female,1,497,09/06/2019
8.863929,12.10775,61-80,4,Female,1,498,09/06/2019
15.54189,14.20994,21-40,2,male,0,499,09/06/2019
14.3156,10.40692,41-60,3,male,0,500,09/06/2019
10.02774,11.28289,0-10,0,Female,1,501,09/06/2019
13.20859,14.26238,61-80,4,Female,1,502,09/06/2019
10.48503,12.45631,> 80,5,male,0,503,09/06/2019
9.53302,10.64486,0-10,0,male,0,504,09/06/2019
10.43369,11.19426,> 80,5,Female,1,505,09/06/2019
10.92631,14.62447,61-80,4,male,0,506,09/06/2019
13.3186,11.02381,0-10,0,male,0,507,09/06/2019
12.6148,10.95197,11-20,1,Female,1,508,09/06/2019
13.08049,14.20134,61-80,4,Female,1,509,09/06/2019
11.64594,10.45675,> 80,5,male,0,510,09/06/2019
13.56385,10.07179,21-40,2,male,0,511,09/06/2019
13.37551,13.06693,> 80,5,Female,1,512,09/06/2019
13.7367,11.13027,> 80,5,male,0,513,09/06/2019
10.68826,12.45906,41-60,3,Female,1,514,09/06/2019
12.18764,14.13755,> 80,5,male,0,515,09/06/2019
13.96921,13.32231,41-60,3,Female,1,516,09/07/2019
14.77023,9.210511,> 80,5,male,0,517,09/07/2019
15.08261,10.12219,11-20,1,male,0,518,09/07/2019
16.23659,9.914474,11-20,1,male,0,519,09/07/2019
15.31356,11.4458,0-10,0,male,0,520,09/07/2019
12.54972,11.07519,> 80,5,Female,1,521,09/07/2019
14.65652,11.439,> 80,5,Female,1,522,09/07/2019
12.53218,11.10452,0-10,0,male,0,523,09/07/2019
10.91304,14.67075,> 80,5,male,0,524,09/07/2019
15.67918,12.91381,0-10,0,male,0,525,09/07/2019
11.65278,12.62286,41-60,3,male,0,526,09/07/2019
9.501461,11.54471,11-20,1,Female,1,527,09/07/2019
13.26943,14.79979,0-10,0,male,0,528,09/08/2019
13.61611,15.32844,41-60,3,male,0,529,09/08/2019
13.43057,10.2633,61-80,4,male,0,530,09/08/2019
13.48013,12.53947,41-60,3,Female,1,531,09/08/2019
11.07184,11.10491,41-60,3,male,0,532,09/08/2019
12.92878,10.93291,0-10,0,Female,1,533,09/08/2019
12.84456,16.01885,> 80,5,Female,1,534,09/08/2019
15.31608,9.794086,> 80,5,Female,1,535,09/08/2019
12.78222,11.34187,> 80,5,male,0,536,09/08/2019
9.207745,11.08172,0-10,0,male,0,537,09/08/2019
14.37433,12.00336,61-80,4,male,0,538,09/08/2019
15.58141,10.92052,0-10,0,male,0,539,09/09/2019
10.40739,11.17765,41-60,3,male,0,540,09/09/2019
12.98045,10.66068,0-10,0,male,0,541,09/09/2019
13.24918,11.87218,21-40,2,male,0,542,09/09/2019
10.96288,9.745629,61-80,4,Female,1,543,09/09/2019
13.51754,11.0086,21-40,2,Female,1,544,09/10/2019
9.582069,10.58299,0-10,0,Female,1,545,09/10/2019
14.53736,10.6277,61-80,4,male,0,546,09/10/2019
12.51176,11.1419,0-10,0,Female,1,547,09/10/2019
10.71447,12.47066,21-40,2,male,0,548,09/10/2019
13.3154,12.87661,> 80,5,Female,1,549,09/11/2019
9.378991,10.9628,> 80,5,Female,1,550,09/12/2019
13.37906,11.91917,0-10,0,Female,1,551,09/12/2019
13.52166,11.13973,41-60,3,male,0,552,09/12/2019
13.49601,11.03899,> 80,5,male,0,553,09/13/2019
13.63715,9.099265,61-80,4,male,0,554,09/15/2019
14.26445,15.6235,61-80,4,Female,1,555,09/15/2019
9.556584,10.61644,> 80,5,male,0,556,09/15/2019
14.07245,15.51041,0-10,0,male,0,557,09/15/2019
12.94471,13.7879,61-80,4,male,0,558,09/16/2019
15.41332,13.8084,> 80,5,Female,1,559,09/16/2019
13.78938,12.6617,61-80,4,Female,1,560,09/17/2019
11.41806,9.855504,> 80,5,male,0,561,09/17/2019
12.39045,11.3782,> 80,5,male,0,562,09/17/2019
12.74481,11.31843,0-10,0,Female,1,563,09/18/2019
13.58522,11.48222,> 80,5,male,0,564,09/18/2019
14.08854,13.10222,61-80,4,Female,1,565,09/21/2019
15.06661,10.14866,21-40,2,Female,1,566,09/22/2019
15.27804,13.55018,0-10,0,Female,1,567,09/23/2019
14.67613,10.15019,61-80,4,Female,1,568,09/24/2019
13.37922,12.48901,> 80,5,Female,1,569,09/25/2019
12.27691,11.91081,0-10,0,Female,1,570,09/26/2019
14.33308,10.37359,21-40,2,male,0,571,09/27/2019
